id,host,target,tradition,source,x_s,candidate_sim,control_mean,control_std,control_max,control_min,pull_index,n_controls
AFR_011,Ndlovu,the king / paramount chief; hidden royal presence; overwhelming power not yet revealed,Izibongo — Zulu/Nguni royal praise poetry,shogun,0.2,0.24370721879917767,0.2322968633617024,0.02386855017557582,0.2850706104296461,0.20401660207293035,0.011410355437475261,10
AFR_012,Izibongo zenkosi,vitriolic critique of British colonial rule and the ongoing oppression of Black South Africans,Izibongo — Xhosa praise poetry (imbongi tradition),shogun,0.05,0.3046883590120834,0.2768654092033558,0.021897343756435293,0.29855411085269384,0.22115621578033098,0.027822949808727626,10
AFR_013,"Se wo were fi na wosankofa a, yenkyi",(1) philosophical mandate to retrieve ancestral knowledge; (2) coded permission to reclaim pre-colonial traditions after colonial disruption; (3) critique of 'forgetting' (assimilation),Ɛbɛ — Akan proverb (Twi/Asante),shogun,0.7,0.22295350622262203,0.0926645308428954,0.01157192072804276,0.109870494426305,0.07512895481886234,0.1302889753797266,10
AFR_014,Owuo atwedee baako foo mforo,social leveling critique: even kings and the powerful cannot escape death; implicit challenge to hierarchical authority,Ɛbɛ — Akan proverb,shogun,0.5,0.10174001576348503,0.11274036526166793,0.01451700179229639,0.13547424173692663,0.08633371803113689,-0.011000349498182904,10
AFR_015,Wokoo fie (He/she went home) / Wosan koo n'asase so (returned to the earth),death — the taboo event of dying,Akan death euphemisms (Twi indirect speech),shogun,0.0,0.21742875478528928,0.11992104627735393,0.020199037129361865,0.14998081823766002,0.08379046099842849,0.09750770850793535,10
SEA_001,selasih,kekasih (beloved/sweetheart),Malay pantun,shogun,0.3,0.42628676052239484,0.3514438951317705,0.05920237952161918,0.46389428590983883,0.22045164986264693,0.07484286539062435,10
SEA_002,bunga dan kumbang,maiden and her suitor; courtship relationship,Malay pantun,shogun,0.35,0.1315989045296554,0.15917789846000957,0.020567609691840447,0.19199933472918368,0.1258479362142987,-0.02757899393035418,10
SEA_003,tupai,seducer; unfaithful/fickle person,Malay pantun,shogun,0.3,0.2189602098889755,0.1431828971222496,0.020537810602020423,0.18902163720532805,0.11608081572902104,0.07577731276672589,10
SEA_004,bunga kiambang,love that will not take root; fleeting/unstable love,Malay pantun,shogun,0.35,0.2691124529244785,0.20097112205845358,0.020992577658430066,0.24235180994197,0.17903270009233527,0.06814133086602492,10
SEA_005,kain,sexual/emotional longing for a partner; intimate physical need,Malay pantun,shogun,0.2,0.184339562251869,0.1197078947830802,0.019621790113551703,0.15302446198574454,0.08183602093672286,0.06463166746878882,10
SEA_006,quả mít trên cành,female body; sexual invitation,Vietnamese Nôm poetry (Ho Xuan Huong),shogun,0.0,0.10206006340628837,0.09253005278084006,0.016304069638918988,0.12409505950349563,0.07377350805204147,0.00953001062544831,10
SEA_007,Đèo Ba Dội,female genitalia; erotic landscape,Vietnamese Nôm poetry (Ho Xuan Huong),shogun,0.15,0.14583913023492173,0.14118885484383636,0.026205995824226253,0.1959355251239014,0.10756100570564735,0.004650275391085368,9
SEA_008,miếng trầu; trầu cau,conjugal love; marriage proposal; romantic/sexual union,Vietnamese ca dao / folk culture,shogun,0.35,0.20467044232763643,0.13315673426445637,0.028125095351620638,0.17317117447864214,0.09641305377777389,0.07151370806318005,10
SEA_009,sasmita / sasmitaning tembang,identity of the next melody/meter the performer must switch to,Javanese tembang macapat,shogun,0.3,0.2934143365964084,0.15497539469703936,0.025878841908313344,0.1924897825135519,0.10874298362971294,0.13843894189936906,10
SEA_010,Maskumambang,human fetus floating in amniotic fluid; the beginning of human life,Javanese tembang macapat,shogun,0.35,0.16281168512118543,0.08826750433292478,0.020529925009147052,0.11749710276420725,0.05929522962289122,0.07454418078826065,10
SEA_011,khan hu (หูคัน),sexual desire/craving,Thai luk thung (country music / เพลงลูกทุ่ง),shogun,0.15,0.07751763226596066,0.07596571704612973,0.03498911037974628,0.115671710176534,0.02106611979254364,0.0015519152198309322,10
SEA_012,[technique-level item — specific word examples require Thai-language access],sexual body parts or sexual acts,Thai luk thung (country music / เพลงลูกทุ่ง),shogun,0.25,0.2719491718442594,0.08030727068302217,0.027212958370327518,0.13777176292226234,0.026339248627662605,0.1916419011612372,10
SEA_013,anak kambing,"frisky, playful, mischievous beloved",Malay pantun / folk song,shogun,0.35,0.2608826984795925,0.2390990956244056,0.025432675948234187,0.2722887503198307,0.1837780767703072,0.021783602855186907,10
SEA_014,con cò,poor farmer/working woman; social critique of exploitation and hardship,Vietnamese ca dao (folk poetry),shogun,0.15,0.1313091680464472,0.14960263811806465,0.03214846817659473,0.2340854738442713,0.11249815392038015,-0.01829347007161744,10
SEA_015,phleng choi,sexual desire; courtship invitation; erotic escalation,Thai phleng choi (folk song / เพลงฉ่อย),shogun,0.35,0.14513216465522927,0.11389752990068733,0.018576243522033874,0.13923742664297584,0.07884240375734414,0.03123463475454194,10
NAH_001,"in xochitl, in cuicatl",Poetry; the highest form of human truth; the medium through which one can approach divine reality (teotl),Nahuatl Difrasismo,shogun,0.0,0.4584053413589841,0.42009550989584205,0.032194806126096334,0.45611490204680916,0.3510995316589471,0.03830983146314204,10
NAH_002,"in cuitlapilli, in ahtlapalli","The common people; the macehualtin (commoners, subjects)",Nahuatl Difrasismo,shogun,0.0,0.3270960042894255,0.31498427950699237,0.021752671740336547,0.33584016088640267,0.2629905648271227,0.012111724782433109,9
NAH_003,"in teoatl, in tlachinolli",War; armed conflict; totality of military devastation,Nahuatl Difrasismo,shogun,0.0,0.17221671135205738,0.1255559820363056,0.024662923874239306,0.16644806861852252,0.06964346757566672,0.04666072931575177,10
NAH_004,"in tlilli, in tlapalli",Books; writing; codices; wisdom; scribal and intellectual authority,Nahuatl Difrasismo,shogun,0.0,0.20851047549957052,0.2588766693105294,0.015127498032670602,0.2840945880103092,0.23716844502574005,-0.05036619381095886,10
NAH_005,"in ixtli, in yollotl",The complete human being; personhood; moral character and identity,Nahuatl Difrasismo,shogun,0.0,0.21641995950498882,0.20309756555996678,0.00841436701965644,0.22047225629827727,0.1925279482615269,0.013322393945022049,10
NAH_006,"in atl, in tepetl (contracted: altepetl)",City; settlement; political community; sovereign territory; city-state,Nahuatl Difrasismo,shogun,0.0,0.3009382675107583,0.11832867377032748,0.02578387410200717,0.1581889487336067,0.08742850041369735,0.18260959374043084,10
NAH_007,"in cuauhtli, in ocelotl",The warrior class; military valor; martial prowess; the elite military orders,Nahuatl Difrasismo,shogun,0.0,0.14207130051669323,0.1263715756831479,0.026944714847147624,0.17922189631976984,0.09550991388036613,0.015699724833545314,10
NAH_008,"in toptli, in petlacalli",A secret; concealed matter; something hidden; confidential information,Nahuatl Difrasismo,shogun,0.0,0.13541691887068866,0.12534229828276783,0.02222968685699873,0.153533315770416,0.07395429570165987,0.01007462058792083,10
QCH_001,unu/yaku (water) + wiqi/para (tears/rain),Human tears equated with cosmic rain; personal grief situated within the cycle of the natural world,Quechua Semantic Parallelism,shogun,0.0,0.41891448244385804,0.1091300462506147,0.030532870293668687,0.1768740917415304,0.05381570190997875,0.30978443619324336,10
QCH_002,Supay,"Original: spirit/shade of the dead (ambivalent, indigenous); imposed overlay: Christian devil (Spanish missionary reuse)",Quechua Ritual Vocabulary (colonial semantic layering),shogun,0.0,0.34394638048885506,0.2076514731618097,0.05525750911279364,0.29933592274487625,0.13495386371756496,0.13629490732704536,10
QCH_003,ukhu pacha / hanaq pacha,Pre-colonial: death-and-rebirth duality / upper world of life; Colonial overlay: hell / heaven,Quechua Cosmological Terminology,shogun,0.0,0.3883499676245028,0.2273531348474978,0.04079077563950127,0.304120136551578,0.17341244851962073,0.160996832777005,10
QCH_004,watuchikuna / watuchis,Sexual/bodily meaning expressed through innocent natural-object descriptions,Quechua Riddle Tradition (Watuchikuna),shogun,0.0,0.1350748647110358,0.10951637643441532,0.015102592258025953,0.140593854658113,0.08747170750963164,0.02555848827662048,10
QCH_005,k'intu,Covert prayer/intention addressed to mountain spirits (Apus) and Pachamama; also encodes three-world cosmological structure,Quechua Shamanic Ritual (K'intu),shogun,0.0,0.345890525487541,0.43372337336426536,0.02839006353697998,0.47078744953415125,0.3651090013774728,-0.08783284787672435,10
QCH_006,(speech act genre),"Dual-audience communication: ostensibly addressed to place/mountain, covertly addressed to spirit world AND functioning as public performance for human witnesses",Southern Quechua Ritual Pragmatics,shogun,0.0,0.4013324907934867,0.1783213532610763,0.026546582807838157,0.2220754749024227,0.14513111046574736,0.22301113753241042,10
MAYA_001,ch'ab ak'ab,Royal bloodletting rite; elite rank and political authority; ancestral bond through shared sacrifice,Classic Maya / Colonial Yucatec Diphrasis,shogun,0.0,0.24713078468997274,0.18905957958388422,0.04637585838804054,0.24991776436371235,0.12161018621539338,0.058071205106088514,10
MAYA_002,che' tunich,War; armed conflict; social upheaval; political struggle,Colonial Yucatec Maya Diphrasis (Chilam Balam),shogun,0.0,0.10724209696579734,0.11636012041760227,0.031592250243215846,0.1628493222802969,0.07121721816812439,-0.00911802345180493,10
MAYA_003,ch'en / actun,Sacred portal to the underworld (Xibalba); liminal cosmological threshold,Colonial Yucatec Maya Diphrasis (Chilam Balam),shogun,0.0,0.30193827408779306,0.24678122700312372,0.06402031614900448,0.37671746820962154,0.18249172211784165,0.05515704708466934,10
MAYA_004,Suyua T'an / Zuyua T'an (twisted/deceptive speech),A fried egg with a green chili pepper on top (mundane food item),Yucatec Maya Ritual Speech (Zuyua T'an),shogun,0.0,0.14467596488135676,0.15230885406768122,0.03334699337506446,0.19436383075930636,0.06799476699184828,-0.00763288918632446,10
MAYA_006,pan kab / tal kab,Birth of a royal person; the moment of entering the world (poetic substitute for standard birth verb siy-),Classic Maya Hieroglyphic Poetic Substitution,shogun,0.0,0.1250401616034793,0.14967287240444924,0.03071912036156258,0.1891129426680155,0.09253867499334746,-0.02463271080096993,10
NEU_001,hron-rád / hwæl-weg,the sea / ocean,Old Norse kenning (skaldic poetry),shogun,0.0,0.40275951820670547,0.19336118262801213,0.033556281673530204,0.23295151418040713,0.1301625460735639,0.20939833557869333,10
NEU_002,hrafn-vín,blood,Old Norse kenning (skaldic poetry),shogun,0.0,0.25497829568623953,0.2458672080215422,0.015673495404702018,0.26394542963899176,0.2243442447716496,0.009111087664697343,10
NEU_003,val-bjórr / hræ-lœkr,blood,Old Norse kenning (skaldic poetry),shogun,0.0,0.2824682077457193,0.23399171281779743,0.02468685537635694,0.28162789752495787,0.20368627640718573,0.04847649492792186,10
NEU_004,Kvasirs blóð / skáldskap-ar mjǫðr,poetry / poetic inspiration,Old Norse kenning (skaldic poetry),shogun,0.0,0.31285523369032886,0.1460982909198992,0.02403387698669677,0.1733757733518586,0.10294351404224128,0.16675694277042966,10
NEU_005,grennir gunn-más,warrior / king,Old Norse kenning (skaldic poetry),shogun,0.0,0.20902933281535,0.25067785358980116,0.06710595062591317,0.37455116299354607,0.14882598150753507,-0.041648520774451164,10
NEU_006,valr (falcon) → horse (via mythological confusion),horse (via mythological name overlap),Old Norse kenning (skaldic poetry),shogun,0.0,0.6187099392584144,0.19673610015903215,0.042769029104188415,0.28593512307879393,0.14189614513058418,0.4219738390993823,10
NEU_007,Riddle 25 (Old English): 'Ic eom wunderlicu wiht... wifum on hyhte' (I am a wondrous creature... a joy to women),sexual (phallus) — overt solution: onion (ċiep / lēac),Anglo-Saxon riddles (Exeter Book),shogun,0.0,0.3164970591291401,0.23584542400314573,0.024488129299402243,0.2795093556443221,0.20457083288371183,0.08065163512599438,10
NEU_008,Riddle 44: 'Wiht is wrætlic... wæpned guma' (A wondrous thing hangs by a man's thigh),sexual (male genitalia / sexual act) — overt solution: key and lock,Anglo-Saxon riddles (Exeter Book),shogun,0.0,0.3756703056675582,0.16988768742188495,0.02890773248812621,0.2193265571840699,0.11319651255890845,0.20578261824567326,10
NEU_009,Riddle 45: 'Ic on wincle gefrægn... under hrægle hreran' (I heard of a young man... lifting her dress),sexual encounter (woman initiated) — overt solution: dough (hlāf-weard / 'bread-warden'),Anglo-Saxon riddles (Exeter Book),shogun,0.0,0.42447267329062666,0.23288991616432528,0.06663367062485369,0.3293455364845691,0.1014190786945423,0.19158275712630138,10
NEU_010,Riddle 37: 'Ic þa wiht geseah... wræstlice gewundenne' (I saw a creature wondrously wrought),sexual / phallic (bellows described in sexual terms) — overt solution: bellows (blæst-bealg),Anglo-Saxon riddles (Exeter Book),shogun,0.0,0.291263480995542,0.22380711741494758,0.0299267678472939,0.2626191549620415,0.16162471009154322,0.06745636358059443,10
NEU_011,bān-hūs (bone-house),human body,Anglo-Saxon kenning (Beowulf),shogun,0.0,0.35034994464353403,0.17505955321993602,0.03776691155075454,0.24589012588708845,0.12873706937148857,0.175290391423598,10
NEU_012,beadu-swāt (battle-sweat) / gūð-swāt (war-sweat),blood,Anglo-Saxon kenning (Beowulf),shogun,0.0,0.3200631732150378,0.23285033135627486,0.032724615602595396,0.2857483264828046,0.16405165768124136,0.08721284185876294,10
NEU_013,kaivo-arvoitus,sexual (copulation / male genitalia in oral contact),Finnish arvoitus (folk riddles),shogun,0.0,0.025728427897568434,0.05367915463121699,0.03306525670801108,0.13159563140330638,0.01047629287511059,-0.027950726733648554,10
NEU_014,kirnuamis-arvoitus,sexual act (rhythmic penetration),Finnish arvoitus (folk riddles),shogun,0.0,0.13360421528427652,0.15136181037007052,0.0074479712782174355,0.15958448497992575,0.13450937099969978,-0.017757595085793998,10
NEU_015,Sampo,world-axis / cosmic mill / shamanic drum (multiple competing interpretations),Finnish Kalevala-meter poetry,shogun,0.0,0.23197721845650407,0.10859499985876697,0.033982507669342875,0.15425756529285095,0.06445531151610229,0.1233822185977371,10
NEU_016,tulen synty,shamanic initiation / descent into the underworld,Finnish Kalevala-meter poetry,shogun,0.0,0.1648932004975111,0.16454927391469312,0.037049911379191676,0.24910685571571653,0.12996791284843429,0.0003439265828179827,10
NEU_017,dúnad (closing),semantic equivalence between opening and closing subjects / circular time,Celtic dúnad (Irish ring composition),shogun,0.0,0.3215514184568173,0.14536127782627087,0.021580057516226547,0.1945921803981755,0.12200778184365935,0.17619014063054642,10
NEU_018,messe ocus Pangur Bán (I and Pangur Bán),equivalence of scholar's intellectual pursuit and cat's physical hunting; monastic life = hunter's life,Celtic dúnad (Irish ring composition — case study),shogun,0.0,0.3430611959306145,0.2755317385186066,0.029388208666857724,0.3282762870986088,0.22887982811846097,0.06752945741200794,10
MET_001,ʿayn,spring/fountain of water (far meaning); eye is the near/obvious meaning,tawriya,shogun,0.0,0.43256686570581404,0.21144844183023276,0.038091414325823456,0.27959968688846615,0.15631989896263682,0.22111842387558128,10
MET_002,al-jufūn,sheaths/scabbards of swords (far meaning); eyelids is the near/obvious meaning,tawriya,shogun,0.0,0.17664482040314625,0.22097754571656547,0.06241790527387681,0.2865368599502844,0.09828232032863299,-0.044332725313419225,10
MET_003,karākī,your sleepiness / heavy-eyed state (far meaning); crane birds is the near/obvious meaning,tawriya,shogun,0.0,0.19537483810369913,0.1118189067240662,0.04436679060779225,0.18059154733780955,0.028182938647699118,0.08355593137963292,10
MET_004,badr,a person named Badr (far/intended meaning); full moon is the near/obvious meaning,tawriya,shogun,0.0,0.5808190620829917,0.24919261260948972,0.07413662669535814,0.34593054256124167,0.10832139861345044,0.331626449473502,10
MET_005,Abū Zayd's rhetorical persona in al-Ḥarīrī's Maqāmāt (12th c.),hidden intent of the trickster-protagonist concealed beneath grammatically true surface statements,tawriya,shogun,0.0,0.30640455719052834,0.07479238548467143,0.056439388414861076,0.16819184871941809,-0.004875344817391292,0.2316121717058569,10
MET_006,ṭawīl al-nijād,a tall man,kinaya,shogun,0.0,0.16550666997296448,0.2610699666765728,0.04049166104914208,0.35960533567119474,0.20389374564617174,-0.0955632967036083,10
MET_007,yad bayḍāʾ,generosity; a generous/beneficent person,kinaya,shogun,0.0,0.17034179288551105,0.14631758195383185,0.020839193900269278,0.1894334291652308,0.1151454504574148,0.024024210931679196,10
MET_008,kathīr al-ramād,very hospitable; generous host who feeds many guests,kinaya,shogun,0.0,0.19742582142909768,0.12662841640489378,0.04648119329695188,0.23383719201221398,0.04889597314688036,0.0707974050242039,10
MET_009,naʾūm al-ḍuḥā,a woman of leisure and ease; a woman from a wealthy household,kinaya,shogun,0.0,0.16502142929017358,0.11525794492626065,0.03552470774585949,0.19191259451534592,0.07746929138400908,0.049763484363912924,10
MET_010,yad Allāh,"God's power, agency, and beneficence (not a literal hand)",kinaya,shogun,0.0,0.3431242473899165,0.36317038594893064,0.06684186798917258,0.47382599050622876,0.27097072109283427,-0.02004613855901416,10
MET_011,wajh Allāh,"God's omnipresence; wherever one turns, God is present (Quran 2:115)",kinaya,shogun,0.0,0.4881136307982024,0.3321520704612203,0.049030920011047446,0.39121679980038127,0.243490579291967,0.1559615603369821,10
MET_012,Fuzūlī,man of learning and arts — fuzūl as plural of fazl (فَضْل = excellence/learning) (far/hidden meaning); impertinent / unnecessary / meddlesome (near/surface meaning),tevriye,shogun,0.0,0.5033036757273555,0.255591226613554,0.061027007793042154,0.33784736062192366,0.15229918866209474,0.24771244911380147,10
MET_013,gülüverdi,she gave a rose (gül+verdi) (far meaning); she laughed / burst out laughing (güldü compound) (near/surface meaning),tevriye,shogun,0.0,0.5036296327077219,0.37209825708309874,0.07004343957709848,0.5197469651406879,0.3008119065779353,0.13153137562462314,10
MET_015,kande,in blood / kanda (far meaning); where / nerede (near/obvious meaning),tevriye,shogun,0.0,0.31028014475007665,0.2660462735989265,0.045317169048625025,0.3157228708865436,0.1720438580838448,0.04423387115115013,10
MET_016,bahâr,leaf / blossom / flower (botanical far meaning); the spring season (near/obvious meaning),tevriye,shogun,0.0,0.40269287035179685,0.1990555858507864,0.023244219910489715,0.22768898415991268,0.14156561333583514,0.20363728450101046,10
EEU_001,"Krasnaya golovka, pod ney — borodka, utrom rano vstayot, Mashe spat' ne dayot",Erotic: red-headed figure with beard who rises early and prevents Masha from sleeping (sexual encounter),Russian zagadka (загадка),shogun,0.0,0.516432923583516,0.30132971904327993,0.06876105996321127,0.4397827952082012,0.21202870403941393,0.21510320454023607,10
EEU_002,Volosataya golovka za shcheku zakhodit lovko,Erotic: hairy head slipping behind the cheek (oral sexual act),Russian zagadka (загадка),shogun,0.0,0.3338376791103679,0.31537960265136183,0.023579112448267672,0.3560108285854054,0.27777804598670053,0.018458076459006045,10
EEU_003,"Sherstka s sherstkoy slipayutsya, / Nochnoy sladosti dozhidayutsya",Erotic: two furry surfaces pressing together at night awaiting nocturnal pleasure (sexual encounter),Russian zagadka (загадка),shogun,0.0,0.3667723131308866,0.2463538550014627,0.056973322710747655,0.3179741779593979,0.14607099931289974,0.1204184581294239,10
EEU_004,"Krasna devitsa sidit v temnitse, a kosa na ulitse",Erotic/erotic-adjacent: a beautiful constrained maiden with her braid (hair/weapon) outside — suggesting captive female figure,Russian zagadka (загадка),shogun,0.2,0.3301295697439072,0.26530427249456234,0.09895074042300958,0.3402752291967622,0.10657737633701331,0.06482529724934488,10
EEU_005,"Bez ruk, bez nog na babu skok!",Erotic: limbless entity leaping onto a woman (sexual mounting),Russian zagadka (загадка),shogun,0.0,0.31990518379683,0.3058330576674019,0.03677627942518843,0.3607357887242346,0.24416705653560916,0.014072126129428097,10
EEU_006,mat' syra zemlya,"Cosmological deity: Mati-Syra-Zemlya, ancient Slavic earth goddess (fertility, death, oath-witness); simultaneously a geophysical description, a divine invocation, and a juridical oath",Russian bylina constant epithet (постоянный эпитет),shogun,0.2,0.47492835595130367,0.41814217129631504,0.09712533309934239,0.57030333598239,0.3022973986202042,0.056786184654988636,10
EEU_007,sedel'tse cherkasskoe,"Heroic prestige marker: the elite status of the bylina hero, encoded via the reputation of Circassian (Adygian) craft tradition; not a mere geographic indicator",Russian bylina constant epithet (постоянный эпитет),shogun,0.15,0.23859208786903963,0.17773146527577616,0.03718191399672347,0.2711011864101927,0.13787063791619697,0.06086062259326347,10
EEU_008,dobryy molodets,"Heroic archetype category marker: not moral goodness but a specific liminal status (unmarried, combat-capable, ritually eligible); encodes an entire cosmological schema",Russian bylina constant epithet (постоянный эпитет),shogun,0.3,0.10128111052846374,0.17437945467636368,0.01911016460991214,0.21499319988576168,0.14508562751821233,-0.07309834414789994,10
EEU_009,belye ruki,"Nobility/idealized status marker: whiteness encodes social class (non-manual labor, aristocratic purity) regardless of actual complexion of the person described; applied even to enemies or dark-skinned characters",Russian bylina constant epithet (постоянный эпитет),shogun,0.35,0.2936762374741368,0.17526430510110105,0.05343663829977113,0.25875219942296057,0.08461962723592989,0.11841193237303574,10
EEU_010,Napoić konia u studni / Napoit' konya u kolodtsa,Sexual intercourse: a man requests permission to water his horse at a woman's well; the well = female sexuality; horse = male sexuality/virility; watering = the sex act,Polish erotic folk lyric (pieśń ludowa) / Pan-Slavic tradition,shogun,0.0,0.4219975678920744,0.39513241046295955,0.024152221044978092,0.428156724876021,0.3515397066922982,0.026865157429114828,10
EEU_011,oranie pola / zaorać,"Sexual intercourse (penetration): agricultural plowing systematically maps onto the sex act; the woman is the field, the man is the plowman",Polish erotic folk lyric (pieśń ludowa),shogun,0.0,0.34572902039800096,0.22833010868957002,0.08893695056372049,0.3754922781784191,0.10468658989453397,0.11739891170843095,10
EEU_012,groch (Polish) / hrách (Czech),"Fertility, pregnancy (especially extramarital): pea = seed/offspring; eating peas = extramarital sex (Polish); throwing peas at bride = predicting number of children (Czech); pea straw wreath = lost virginity (Polish wedding)",Polish/Czech folk custom and wedding song,shogun,0.0,0.4469362705325469,0.2494586858458434,0.04311388568227518,0.3399082517574652,0.19752188318445035,0.1974775846867035,10
EEU_013,"Myane mily spalyubiv, syarod polya zavaliv: / Grekh nya grekh, a mne khochatsya","Erotic surface: 'My beloved seduced me, knocked me down in a field: sin or not, I want it' (sexual encounter in a field)",Belarusian stydnyya zahadki (стыдныя загадкі),shogun,0.0,0.43290306224997616,0.12265170993683379,0.025533102962832576,0.17022708416374913,0.09455786448973996,0.3102513523131424,10
EEU_014,"Zvyerkhu chorna, / Unutry krasna. / Yak usunesh, dyk prekkrasna","Erotic: black exterior, red inside, wonderful when inserted (sexual imagery via color contrast and insertion action)",Belarusian stydnyya zahadki (стыдныя загадкі),shogun,0.0,0.28270890108414304,0.20126432350781914,0.06780379259477419,0.3156847188849632,0.13178577987352755,0.0814445775763239,10
EEU_015,krasota,Virginity / maidenhood: the ritual 'beauty' object symbolizes the bride's virgin status; its ceremonial 'sale' or 'loss' during wedding rites euphemistically encodes defloration,Russian/Slavic wedding song euphemism,shogun,0.0,0.2605822581721988,0.2106438918662316,0.04520761240114061,0.2953728652895676,0.14076163192237406,0.049938366305967236,10
OCE_001,inma,"Geographic map of waterholes, sacred sites, seasonal food resources, and kinship laws embedded in the narrative sequence of ancestral travel",Songlines / Tjukurpa (Aboriginal Australian),shogun,0.35,0.11398407879976168,0.25341035434391623,0.09288904498676846,0.4178868046457316,0.13228908507730155,-0.13942627554415454,10
OCE_003,lehua,A beloved person; a warrior of valor; a cherished lover — dependent on context of mele,Hawaiian Mele Kaona (hidden meaning in chant),shogun,0.05,0.4415749123625758,0.3759802322351132,0.03945866178726295,0.45297433466100284,0.2845582175877799,0.06559468012746261,10
OCE_004,Aloha ʻOe,Political lament for lost Hawaiian sovereignty and resistance to American annexation; the queen's grief at the loss of the Hawaiian Kingdom (1893 overthrow),Hawaiian Mele Kaona — political resistance,shogun,0.0,0.5110159952753511,0.34759085058478445,0.04325399123918771,0.4059463711975749,0.2601697597126461,0.16342514469056668,9
OCE_005,pua,"Child, offspring, or beloved person — the product/fruit of love or lineage",Hawaiian Mele Kaona,shogun,0.2,0.16081410170825353,0.22249168255733398,0.060457888670839774,0.3281181292928403,0.15526460543158727,-0.061677580849080454,10
OCE_006,sanoe,"A secret lover drifting invisibly to visit his beloved; encodes a specific clandestine romance between Princess Likelike and Colonel Curtis Piehu Iaukea, both of whom were promised to others",Hawaiian Mele Kaona — 'Sanoe',shogun,0.05,0.24803875357856803,0.30119172717196735,0.10123202231835383,0.41937989874062553,0.1213114940237993,-0.05315297359339932,9
OCE_007,"Toitū te whenua, whatungarongaro te tangata",Legal and political assertion of tribal land rights; the land belongs to the collective lineage that outlasts any individual — used to argue against individual alienation of communal land,Māori Whakataukī (proverb),shogun,0.4,0.29554543338663275,0.2702382548017663,0.03175405347334652,0.3074720937373313,0.19826691214978243,0.025307178584866474,10
OCE_008,Kua kaheko te tuna i roto i aku ringa,Something precious or important that has been lost or cannot be obtained despite effort; an opportunity that has slipped away,Māori Whakataukī (proverb),shogun,0.3,0.14441240896085067,0.16365661075369412,0.01441047931411947,0.183166273196411,0.1317920095555789,-0.019244201792843446,10
NET_001,Ramyeon meokgo gallae?,Sexual/romantic invitation to stay the night; functionally equivalent to English 'Netflix and chill',Korean internet culture / K-drama meme,shogun,0.05,0.21090776787700394,0.12527729846948438,0.029625685688044814,0.17915513038410247,0.06959888737870265,0.08563046940751956,10
NET_002,eggplant emoji; peach emoji,Penis (eggplant); buttocks (peach); used in sexual flirtation and anatomical reference on dating apps and social media,Emoji semiotics / digital communication,shogun,0.1,0.6568895912597598,0.47530875070391065,0.05901756799763471,0.5272231491229638,0.3201298919782322,0.1815808405558491,10
